NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
1327	round, spherical	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)
1327	round, spherical	1395	ROUND
1327	round, spherical	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)
1327	round, spherical	1979	CHISEL
#>>>			
#<<<			
1328	rub (trans)	1449	RUB
1328	rub (trans)	251	SHARPEN (SOMETHING)
1328	rub (trans)	430	TWIST
#>>>			
#<<<			
1329	rub, smear (trans)	1449	RUB
1329	rub, smear (trans)	430	TWIST
1329	rub, smear (trans)	364	SMEAR
1329	rub, smear (trans)	251	SHARPEN (SOMETHING)
#>>>			
#<<<			
1330	run (intr)	1519	RUN
1330	run (intr)	956	FLEE
1330	run (intr)	2142	RUN AWAY
#>>>			
1331	sad	699	SAD
1332	saddle-back tamarin monkey		???
1333	saliva	1503	SALIVA
1334	salt	1274	SALT
1335	salty	1091	SALTY
1336	same	200	SAME
#<<<			
1337	sand	3460	BEACH
1337	sand	671	SAND
#>>>			
1338	sandfly	95	SANDFLY
1339	sandfly sp.		???
#<<<			
1340	sap (resin)	345	SAP
1340	sap (resin)	717	SWEET
#>>>			
1341	satisfy	2691	PATERNAL AUNT (FATHER'S SISTER)
1342	save	2008	RESCUE
#<<<			
1343	say (trans)	1623	SPEAK
1343	say (trans)	1458	SAY
#>>>			
1344	scabies, mite sp.	3172	SCABIES
1345	scales	266	SCALE
1346	scare	252	FRIGHTEN
#<<<			
1347	scare (trans)	252	FRIGHTEN
1347	scare (trans)	2109	FEAR OR FRIGHTEN
#>>>			
1348	scarlet macaw, Ara macao		???
#<<<			
1349	scrape, scratch (trans)	1767	SCRAPE
1349	scrape, scratch (trans)	1436	SCRATCH
#>>>			
#<<<			
1350	scratch, wound, cut (n.)	1767	SCRAPE
1350	scratch, wound, cut (n.)	1436	SCRATCH
1350	scratch, wound, cut (n.)	2411	HURT (SOMEBODY)
1350	scratch, wound, cut (n.)	190	MOW
1350	scratch, wound, cut (n.)	51	SORE
1350	scratch, wound, cut (n.)	44	INJURE
1350	scratch, wound, cut (n.)	1109	WOUND
1350	scratch, wound, cut (n.)	3151	CUT (WITH AXE)
1350	scratch, wound, cut (n.)	2156	CUT (WITH KNIFE)
1350	scratch, wound, cut (n.)	2155	CUT (WITH SCISSORS)
1350	scratch, wound, cut (n.)	3889	CUT OR HACK
1350	scratch, wound, cut (n.)	1432	CUT
#>>>			
#<<<			
1351	scratch/(paint?) body with paint	1767	SCRAPE
1351	scratch/(paint?) body with paint	1436	SCRATCH
#>>>			
#<<<			
1352	see (intr)	1819	LOOK
1352	see (intr)	1409	SEE
#>>>			
#<<<			
1353	see (intr, trans)	1819	LOOK
1353	see (intr, trans)	1409	SEE
#>>>			
1354	seed	714	SEED
1355	semen	2283	SEMEN
1356	send	1127	SEND
1357	send something to another place		???
#<<<			
1358	separate, allot	1359	SEPARATE
1358	separate, allot	1119	DIVIDE
1358	separate, allot	3672	DIVORCE (SEPARATE)
#>>>			
1359	sew (trans)	1457	SEW
1360	shadow, shade	1388	SHADE
#<<<			
1361	shadow, shade@	1388	SHADE
1361	shadow, shade@	53	SPIRIT
#>>>			
#<<<			
1362	shake (intr)	1909	SHAKE
1362	shake (intr)	2017	MIX
#>>>			
#<<<			
1363	shake (intr, trans)	1909	SHAKE
1363	shake (intr, trans)	2017	MIX
#>>>			
#<<<			
1364	shake (intr, trans), agitate	1909	SHAKE
1364	shake (intr, trans), agitate	2017	MIX
#>>>			
#<<<			
1365	shake, tremble (intr, trans)	1909	SHAKE
1365	shake, tremble (intr, trans)	52	SHIVER
1365	shake, tremble (intr, trans)	2017	MIX
#>>>			
#<<<			
1366	shake, tremor (intr.)	1909	SHAKE
1366	shake, tremor (intr.)	2017	MIX
#>>>			
#<<<			
1367	shake, tremor (n.)	1909	SHAKE
1367	shake, tremor (n.)	2017	MIX
#>>>			
1368	shaken		???
#<<<			
1369	share, distribute, give	779	PART
1369	share, distribute, give	1195	GIVE BIRTH
1369	share, distribute, give	196	DONATE
1369	share, distribute, give	1447	GIVE
1369	share, distribute, give	884	SHARE
1369	share, distribute, give	1119	DIVIDE
#>>>			
1370	sharp	1396	SHARP
1371	sharpen (trans)	251	SHARPEN (SOMETHING)
1372	sharpen (trans)/ make a point on	251	SHARPEN (SOMETHING)
1373	sharpen (trans)@		???
1374	shave head		???
1375	shell	598	SHELL
1376	shelter	1678	HUT
#<<<			
1377	shelter, hut	1678	HUT
1377	shelter, hut	1252	HOUSE
#>>>			
1378	shin	186	SHIN
1379	shine	708	SHINE
#<<<			
1380	shine, brightness (n.)	708	SHINE
1380	shine, brightness (n.)	2102	BURN
1380	shine, brightness (n.)	2236	SHINE (EMITTED LIGHT)
#>>>			
#<<<			
1381	shine, shiny	708	SHINE
1381	shine, shiny	3977	SHINY
1381	shine, shiny	2102	BURN
1381	shine, shiny	2236	SHINE (EMITTED LIGHT)
#>>>			
1382	shirt	1622	SHIRT
#<<<			
1383	shoot	1172	SHOOT
1383	shoot	1684	BUD
1383	shoot	3358	SPROUT (SHOOT)
#>>>			
#<<<			
1384	shoot (trans)	3180	SHOOT (WITH SLINGSHOT)
1384	shoot (trans)	1172	SHOOT
1384	shoot (trans)	1684	BUD
1384	shoot (trans)	3358	SPROUT (SHOOT)
#>>>			
1385	shoot and hit		???
#<<<			
1386	shoot, sprout	3180	SHOOT (WITH SLINGSHOT)
1386	shoot, sprout	1172	SHOOT
1386	shoot, sprout	1684	BUD
1386	shoot, sprout	3358	SPROUT (SHOOT)
1386	shoot, sprout	2076	SPROUT (VERB)
#>>>			
1387	shore, bank	113	SHORE
#<<<			
1388	short	1645	SHORT
1388	short	2484	SMALL (NOT TALL)
#>>>			
1389	shoulder	1482	SHOULDER
#<<<			
1390	shoulder, lit. the seat of the arm	3432	SHOULDER POLE
1390	shoulder, lit. the seat of the arm	1482	SHOULDER
#>>>			
1391	shout, yell (intr)	715	SHOUT
1392	shout, yell (n)	715	SHOUT
1393	shout, yell (n.)	715	SHOUT
1394	shout, yell (v.)	715	SHOUT
#<<<			
1395	show	1039	SHOW
1395	show	1868	VISIBLE
#>>>			
1396	shusupe, Lachesis muta, bushmaster snake		???
#<<<			
1397	sick	2327	BECOME SICK
1397	sick	1847	SICK
#>>>			
#<<<			
1398	sickness, disease	1986	DISEASE
1398	sickness, disease	1847	SICK
#>>>			
#<<<			
1399	side	682	SIDE
1399	side	866	WIN
#>>>			
#<<<			
1400	sieve (strainer)	86	SIEVE
1400	sieve (strainer)	3353	SIEVE (TOOL)
1400	sieve (strainer)	3448	SIEVE OR STRAIN
#>>>			
#<<<			
1401	sieve, strainer	86	SIEVE
1401	sieve, strainer	3353	SIEVE (TOOL)
1401	sieve, strainer	3448	SIEVE OR STRAIN
#>>>			
1402	signal, image		???
1403	similar	1558	SIMILAR
1404	sin	2971	SIN
1405	sing	1261	SING
1406	sing (intr)	1261	SING
#<<<			
1407	sink (intr)	915	SINK (BASIN)
1407	sink (intr)	1088	SINK (DESCEND)
#>>>			
1408	sister	1263	SISTER
#<<<			
1409	sister, female ego	561	SISTER (OF MAN)
1409	sister, female ego	562	SISTER (OF WOMAN)
1409	sister, female ego	2420	YOUNGER SISTER (OF MAN)
1409	sister, female ego	1263	SISTER
1409	sister, female ego	2421	YOUNGER SISTER (OF WOMAN)
1409	sister, female ego	1761	YOUNGER SISTER
1409	sister, female ego	2418	OLDER SISTER (OF MAN)
1409	sister, female ego	2419	OLDER SISTER (OF WOMAN)
1409	sister, female ego	1640	SIBLING
1409	sister, female ego	1758	OLDER SISTER
#>>>			
#<<<			
1410	sister, male ego	561	SISTER (OF MAN)
1410	sister, male ego	562	SISTER (OF WOMAN)
1410	sister, male ego	2420	YOUNGER SISTER (OF MAN)
1410	sister, male ego	1263	SISTER
1410	sister, male ego	2421	YOUNGER SISTER (OF WOMAN)
1410	sister, male ego	1761	YOUNGER SISTER
1410	sister, male ego	2418	OLDER SISTER (OF MAN)
1410	sister, male ego	2419	OLDER SISTER (OF WOMAN)
1410	sister, male ego	1640	SIBLING
1410	sister, male ego	1758	OLDER SISTER
#>>>			
1411	sister-in law		???
1412	sister-in law, female ego		???
1413	sister-in law, male ego		???
1414	sister-in law: BW or MBSW, female ego		???
1415	sister-in law: BW, FBSW, or GBW,  male ego		???
1416	sister-in law: yBW, male ego		???
#<<<			
1417	sister-in-law, WeZ, male ego	2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)
1417	sister-in-law, WeZ, male ego	2317	SISTER-IN-LAW
1417	sister-in-law, WeZ, male ego	2700	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)
1417	sister-in-law, WeZ, male ego	2384	COUSIN OR SISTER-IN-LAW
1417	sister-in-law, WeZ, male ego	2701	SISTER-IN-LAW (HUSBAND'S YOUNGER SISTER)
1417	sister-in-law, WeZ, male ego	3781	SISTER-IN-LAW (OF FEMALE EGO)
#>>>			
#<<<			
1418	sister-in-law, WyZ, male ego	2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)
1418	sister-in-law, WyZ, male ego	2317	SISTER-IN-LAW
1418	sister-in-law, WyZ, male ego	2700	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)
1418	sister-in-law, WyZ, male ego	2384	COUSIN OR SISTER-IN-LAW
1418	sister-in-law, WyZ, male ego	2701	SISTER-IN-LAW (HUSBAND'S YOUNGER SISTER)
1418	sister-in-law, WyZ, male ego	3781	SISTER-IN-LAW (OF FEMALE EGO)
#>>>			
1419	sisters-in-law: HBW, female ego		???
#<<<			
1420	sit (intr)	215	LIE DOWN
1420	sit (intr)	1649	SIT DOWN
1420	sit (intr)	1416	SIT
#>>>			
#<<<			
1421	skin	763	SKIN
1421	skin	2613	SKIN (HUMAN)
1421	skin	291	PULL OFF (SKIN)
1421	skin	2614	SKIN (ANIMAL)
#>>>			
#<<<			
1422	skin (separated from body)	291	PULL OFF (SKIN)
1422	skin (separated from body)	2614	SKIN (ANIMAL)
1422	skin (separated from body)	580	FUR
1422	skin (separated from body)	2613	SKIN (HUMAN)
1422	skin (separated from body)	2373	SKIN (OF FRUIT)
1422	skin (separated from body)	763	SKIN
1422	skin (separated from body)	2127	BARK OR SKIN
1422	skin (separated from body)	3326	LEATHER OR HIDE
1422	skin (separated from body)	275	PEEL
#>>>			
#<<<			
1423	skin (trans)	291	PULL OFF (SKIN)
1423	skin (trans)	2614	SKIN (ANIMAL)
1423	skin (trans)	580	FUR
1423	skin (trans)	2613	SKIN (HUMAN)
1423	skin (trans)	2373	SKIN (OF FRUIT)
1423	skin (trans)	763	SKIN
1423	skin (trans)	2127	BARK OR SKIN
1423	skin (trans)	3326	LEATHER OR HIDE
1423	skin (trans)	275	PEEL
#>>>			
1424	skin an animal(trans)	291	PULL OFF (SKIN)
#<<<			
1425	skinny, thin	2308	THIN
1425	skinny, thin	207	SPARSE
1425	skinny, thin	1400	THIN (SLIM)
1425	skinny, thin	3545	WATERY
1425	skinny, thin	2219	LEAN (MEAT)
1425	skinny, thin	2157	FINE OR THIN
1425	skinny, thin	2305	THIN (OF HAIR AND THREAD)
1425	skinny, thin	2306	THIN (OF LEAF AND CLOTH)
1425	skinny, thin	2249	THIN (OF SHAPE OF OBJECT)
#>>>			
1426	sky	1732	SKY
#<<<			
1427	sleep (intr)	2972	SLEEP (STATE)
1427	sleep (intr)	215	LIE DOWN
1427	sleep (intr)	1585	SLEEP
1427	sleep (intr)	2116	REST OR SLEEP
#>>>			
1428	sleeping spot		???
1429	slip (intr)	1324	SLIP
#<<<			
1430	slip, fall, keeping in contact with the ground	1276	AUTUMN
1430	slip, fall, keeping in contact with the ground	2234	FALL (OF SNOW AND RAIN)
1430	slip, fall, keeping in contact with the ground	1692	FRIDAY
1430	slip, fall, keeping in contact with the ground	1106	FALL ASLEEP
1430	slip, fall, keeping in contact with the ground	1280	FALL
1430	slip, fall, keeping in contact with the ground	750	DROP
1430	slip, fall, keeping in contact with the ground	2894	TUMBLE (FALL DOWN)
1430	slip, fall, keeping in contact with the ground	1324	SLIP
1430	slip, fall, keeping in contact with the ground	2014	GO DOWN (DESCEND)
#>>>			
1431	slippery	3702	SLIPPERY
1432	sloth	2446	SLOTH
1433	sloth, Bradypus variegatus.	2446	SLOTH
1434	slow	701	SLOW
1435	slow flow, run off (of viscous/ phlegmy liquids)		???
1436	smack		???
1437	small	1246	SMALL
1438	small basket		???
1439	small canoe		???
1440	small cut up pieces (for example, small pieces of manioc or sweet potato to make chips)		???
1441	small part of an object (for example, a ripped piece of cloth)		???
#<<<			
1442	small pieces, cut up (for example, food)	3542	PREPARED FOOD
1442	small pieces, cut up (for example, food)	256	FOOD
1442	small pieces, cut up (for example, food)	2149	CHOP (INTO PIECES)
1442	small pieces, cut up (for example, food)	924	VEGETABLES
1442	small pieces, cut up (for example, food)	1191	COOKED RICE
#>>>			
#<<<			
1443	smell (intr, trans)	3704	ODOR (SMELL)
1443	smell (intr, trans)	1221	NOSE
1443	smell (intr, trans)	1586	SMELL (PERCEIVE)
1443	smell (intr, trans)	42	STINKING
1443	smell (intr, trans)	1587	SMELL (STINK)
1443	smell (intr, trans)	2124	SMELL
1443	smell (intr, trans)	510	STRONG EFFECT
1443	smell (intr, trans)	2201	LIGHT (SMELL OR TASTE)
1443	smell (intr, trans)	2938	FLAVOR
#>>>			
#<<<			
1444	smell (trans)	3704	ODOR (SMELL)
1444	smell (trans)	1221	NOSE
1444	smell (trans)	1586	SMELL (PERCEIVE)
1444	smell (trans)	42	STINKING
1444	smell (trans)	1587	SMELL (STINK)
1444	smell (trans)	2124	SMELL
1444	smell (trans)	510	STRONG EFFECT
1444	smell (trans)	2201	LIGHT (SMELL OR TASTE)
1444	smell (trans)	2938	FLAVOR
#>>>			
#<<<			
1445	smile (intr)	1355	LAUGH
1445	smile (intr)	1451	SMILE
#>>>			
1446	smoke (n)	778	SMOKE (EXHAUST)
1447	smoke (n.)	778	SMOKE (EXHAUST)
#<<<			
1448	smoke (trans)	778	SMOKE (EXHAUST)
1448	smoke (trans)	1689	SMOKE (INHALE)
1448	smoke (trans)	2859	SMOKE (EMIT SMOKE)
#>>>			
#<<<			
1449	smoke (v)	1689	SMOKE (INHALE)
1449	smoke (v)	2859	SMOKE (EMIT SMOKE)
#>>>			
1450	smoke food		???
1451	smoke food@		???
1452	smoke tobacco		???
1453	smoking (v.)	1689	SMOKE (INHALE)
1454	smooth	1234	SMOOTH
#<<<			
1455	smooth, slippery, and hard surface	1234	SMOOTH
1455	smooth, slippery, and hard surface	1856	SOFT
1455	smooth, slippery, and hard surface	1324	SLIP
1455	smooth, slippery, and hard surface	3702	SLIPPERY
#>>>			
1456	snake	730	SNAKE
1457	snake sp.		???
1458	snake sp., Corallus hortulanus		???
1459	snake sp., pit viper sp., Bothrops atrox		???
1460	snake sp., pit viper sp., Bothrops jararaca		???
1461	snake sp., pit viper sp., Lachesis muta		???
1462	snake sp., rattle snake		???
1463	snake sp., vipers	2654	VIPER
1464	snake@		???
1465	snore	1983	SNORE
1466	snout	2200	SNOUT
#<<<			
1467	sob, cry	715	SHOUT
1467	sob, cry	1839	CRY
#>>>			
1468	soft	1856	SOFT
1469	some	1241	SOME
1470	some time ago		???
1471	someday (future)		???
1472	something sweet or tasty	1813	TASTY
1473	son	1620	SON
#<<<			
1474	son, female ego	1620	SON
1474	son, female ego	2391	BOY OR SON
1474	son, female ego	3779	SON (OF MALE EGO)
#>>>			
#<<<			
1475	son, male ego	1620	SON
1475	son, male ego	2391	BOY OR SON
1475	son, male ego	3779	SON (OF MALE EGO)
#>>>			
1476	son-in-law	1056	SON-IN-LAW
#<<<			
1477	son-in-law, male ego	1056	SON-IN-LAW
1477	son-in-law, male ego	2267	SON-IN-LAW (OF MAN)
1477	son-in-law, male ego	2266	SON-IN-LAW (OF WOMAN)
#>>>			
#<<<			
1478	son-in-law: DH or GDH, female ego	1056	SON-IN-LAW
1478	son-in-law: DH or GDH, female ego	2267	SON-IN-LAW (OF MAN)
1478	son-in-law: DH or GDH, female ego	2266	SON-IN-LAW (OF WOMAN)
#>>>			
1479	soon	703	SOON
#<<<			
1480	soul (separated)	811	SOUL
1480	soul (separated)	53	SPIRIT
#>>>			
1481	sound of spilling something		???
#<<<			
1482	sour	1906	SOUR
1482	sour	1923	ROUGH
#>>>			
1483	Sp. `aguaje` (Mauritia flexuosa)		???
1484	spacious	2531	BROAD
#<<<			
1485	speak (utter words) (intrans)	1623	SPEAK
1485	speak (utter words) (intrans)	1458	SAY
#>>>			
1486	speak clear		???
1487	spear	945	SPEAR
#<<<			
1488	spear (metal)	945	SPEAR
1488	spear (metal)	841	FISHING SPEAR
1488	spear (metal)	473	SPEAR (SOMEBODY)
#>>>			
1489	speck of dust, garbage	909	GARBAGE
#<<<			
1490	speech, language	2799	LANGUAGE OR WORD
1490	speech, language	1307	LANGUAGE
1490	speech, language	1115	SPEECH
#>>>			
1491	spell		???
1492	spicy	544	SPICY
#<<<			
1493	spicy, bitter taste (from a pepper, etc.)	285	THRESH
1493	spicy, bitter taste (from a pepper, etc.)	460	BREAK (OF ROPE)
1493	spicy, bitter taste (from a pepper, etc.)	718	PAY
1493	spicy, bitter taste (from a pepper, etc.)	2628	PLANT STEM
1493	spicy, bitter taste (from a pepper, etc.)	544	SPICY
1493	spicy, bitter taste (from a pepper, etc.)	3044	BOVINE
1493	spicy, bitter taste (from a pepper, etc.)	2017	MIX
1493	spicy, bitter taste (from a pepper, etc.)	1840	BUILD
1493	spicy, bitter taste (from a pepper, etc.)	3080	SPLIT OPEN
1493	spicy, bitter taste (from a pepper, etc.)	178	RIPE
#>>>			
1494	spider	843	SPIDER
1495	spider monkey	434	SPIDER MONKEY
#<<<			
1496	spill, pour	3130	SPILL (SOMETHING)
1496	spill, pour	1487	POUR
#>>>			
#<<<			
1497	spill, waste	79	WASTE
1497	spill, waste	3130	SPILL (SOMETHING)
#>>>			
1498	spin (thread) (trans)	121	SPIN
1499	spinning top		???
#<<<			
1500	spirit (soul)	1973	DEMON
1500	spirit (soul)	811	SOUL
1500	spirit (soul)	53	SPIRIT
1500	spirit (soul)	1175	GHOST
1500	spirit (soul)	3231	DEITY
1500	spirit (soul)	870	BREATH
#>>>			
#<<<			
1501	spit (intr)	1456	THROW
1501	spit (intr)	1503	SALIVA
1501	spit (intr)	1440	SPIT
#>>>			
1502	spleen	1744	SPLEEN
#<<<			
1503	split (trans)	1437	SPLIT
1503	split (trans)	155	CHOP
1503	split (trans)	3020	BREAK (BREAKING)
1503	split (trans)	3080	SPLIT OPEN
1503	split (trans)	3151	CUT (WITH AXE)
#>>>			
#<<<			
1504	split (trans) (without an instrument)	1437	SPLIT
1504	split (trans) (without an instrument)	155	CHOP
1504	split (trans) (without an instrument)	3020	BREAK (BREAKING)
1504	split (trans) (without an instrument)	3080	SPLIT OPEN
1504	split (trans) (without an instrument)	3151	CUT (WITH AXE)
#>>>			
1505	split into pieces (trans)		???
1506	split open (trans)	3080	SPLIT OPEN
#<<<			
1507	split, break (trans) (for example sticks, etc)	1437	SPLIT
1507	split, break (trans) (for example sticks, etc)	2558	BREAK (CLEAVE)
1507	split, break (trans) (for example sticks, etc)	680	BREAK (DESTROY OR GET DESTROYED)
1507	split, break (trans) (for example sticks, etc)	460	BREAK (OF ROPE)
1507	split, break (trans) (for example sticks, etc)	155	CHOP
1507	split, break (trans) (for example sticks, etc)	1520	CRUSH
1507	split, break (trans) (for example sticks, etc)	459	SNAP (OF STICK)
1507	split, break (trans) (for example sticks, etc)	681	DESTROY
1507	split, break (trans) (for example sticks, etc)	598	SHELL
1507	split, break (trans) (for example sticks, etc)	3151	CUT (WITH AXE)
1507	split, break (trans) (for example sticks, etc)	3020	BREAK (BREAKING)
1507	split, break (trans) (for example sticks, etc)	3080	SPLIT OPEN
#>>>			
#<<<			
1508	split, cut something in pieces or slices (for example, a cake, a stick into woodchips or firewood)	2408	CAKE
1508	split, cut something in pieces or slices (for example, a cake, a stick into woodchips or firewood)	10	FIREWOOD
1508	split, cut something in pieces or slices (for example, a cake, a stick into woodchips or firewood)	2675	FIRE OR FIREWOOD
#>>>			
#<<<			
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)	1437	SPLIT
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)	2954	SLICE
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)	155	CHOP
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)	3020	BREAK (BREAKING)
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)	3080	SPLIT OPEN
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)	3151	CUT (WITH AXE)
#>>>			
#<<<			
1510	spouse, husband, wife	1199	WIFE
1510	spouse, husband, wife	2514	SPOUSE
1510	spouse, husband, wife	2646	HUSBAND OR MALE PERSON
1510	spouse, husband, wife	1200	HUSBAND
#>>>			
1511	spring (of water)	849	SPRING (OF WATER)
#<<<			
1512	sprout	3358	SPROUT (SHOOT)
1512	sprout	2076	SPROUT (VERB)
#>>>			
1513	spur		???
1514	squash sp., Cucurbita maxima.		???
#<<<			
1515	squeeze (trans)	1414	SQUEEZE
1515	squeeze (trans)	93	DRAW MILK
#>>>			
#<<<			
1516	squeeze (trans), twist	3199	TWIST (AROUND)
1516	squeeze (trans), twist	1414	SQUEEZE
1516	squeeze (trans), twist	93	DRAW MILK
1516	squeeze (trans), twist	3236	TWIST (TOGETHER)
1516	squeeze (trans), twist	430	TWIST
#>>>			
1517	squirrel monkey or tamarin monkey		???
1518	stab sign		???
#<<<			
1519	stalk, shank	2628	PLANT STEM
1519	stalk, shank	2726	STALK (CLASSIFIER)
#>>>			
#<<<			
1520	stand (intr)	833	ENDURE
1520	stand (intr)	570	STAND UP
1520	stand (intr)	1442	STAND
#>>>			
1521	stand aside, away quietly		???
#<<<			
1522	stand, stand up (intr)	833	ENDURE
1522	stand, stand up (intr)	570	STAND UP
1522	stand, stand up (intr)	1512	RISE (ONESELF)
1522	stand, stand up (intr)	1442	STAND
#>>>			
1523	star	1430	STAR
1524	start fire		???
1525	state of being		???
#<<<			
1526	stay (intr)	987	REMAIN
1526	stay (intr)	1416	SIT
1526	stay (intr)	363	DWELL (LIVE, RESIDE)
#>>>			
1527	stay still		???
1528	steal (trans)	713	STEAL
1529	steep riverbank, bluff		???
#<<<			
1530	stem, stalk	2628	PLANT STEM
1530	stem, stalk	2726	STALK (CLASSIFIER)
#>>>			
1531	step on	575	TREAD
1532	step on, walk on	575	TREAD
1533	stepmother	236	STEPMOTHER
1534	stepson, male ego	1059	STEPSON
#<<<			
1535	stick	1295	STICK
1535	stick	254	STICKING
#>>>			
1536	still, deep part of a river	2919	STILL (CONTINUING)
#<<<			
1537	sting	571	STING
1537	sting	3798	STINGER
#>>>			
#<<<			
1538	stinky, bad smell, be stinky (smell bad) (intr)	3704	ODOR (SMELL)
1538	stinky, bad smell, be stinky (smell bad) (intr)	42	STINKING
1538	stinky, bad smell, be stinky (smell bad) (intr)	1728	ROTTEN
#>>>			
#<<<			
1539	stomach	1251	BELLY
1539	stomach	819	STOMACH
#>>>			
